"","latitude","longitude","neighbourhood_group","room_type","price","minimum_nights"
"9510",40.69381,-73.944,"Brooklyn","Private room",49,1
"9511",40.72819,-73.98589,"Manhattan","Private room",115,1
"9512",40.82416,-73.94623,"Manhattan","Private room",55,3
"9513",40.70909,-73.9256,"Brooklyn","Private room",55,1
"9514",40.71431,-73.99142,"Manhattan","Entire home/apt",250,30
"9515",40.66691,-73.98658,"Brooklyn","Entire home/apt",399,3
"9516",40.68628,-73.99681,"Brooklyn","Entire home/apt",198,3
"9517",40.68211,-73.94775,"Brooklyn","Entire home/apt",78,1
"9518",40.67797,-73.9701,"Brooklyn","Entire home/apt",200,2
"9519",40.7228,-73.98562,"Manhattan","Entire home/apt",300,23
"9520",40.70403,-73.91276,"Brooklyn","Entire home/apt",225,2
"9521",40.72268,-74.00269,"Manhattan","Entire home/apt",650,2
"9522",40.72503,-73.93909,"Brooklyn","Private room",53,7
"9523",40.73378,-73.99714,"Manhattan","Entire home/apt",159,5
"9524",40.76164,-73.95995,"Manhattan","Private room",65,30
"9525",40.68555,-73.94873,"Brooklyn","Private room",45,1
"9526",40.71894,-73.99205,"Manhattan","Private room",120,3
"9527",40.73813,-73.98098,"Manhattan","Entire home/apt",280,1
"9528",40.69387,-73.96841,"Brooklyn","Private room",60,2
"9529",40.67047,-73.95372,"Brooklyn","Private room",100,1
"9530",40.76146,-73.9896,"Manhattan","Private room",160,5
"9531",40.75508,-73.92918,"Queens","Private room",45,1
"9532",40.72644,-73.85477,"Queens","Private room",39,1
"9533",40.68992,-73.91408,"Brooklyn","Private room",50,1
"9534",40.72947,-73.9813,"Manhattan","Entire home/apt",120,4
"9535",40.67885,-73.96838,"Brooklyn","Private room",99,1
"9536",40.78763,-73.97308,"Manhattan","Private room",129,3
"9537",40.70174,-73.92662,"Brooklyn","Entire home/apt",350,3
"9538",40.77016,-73.95716,"Manhattan","Entire home/apt",300,1
"9539",40.70521,-73.94258,"Brooklyn","Entire home/apt",140,2
"9540",40.72869,-73.97653,"Manhattan","Entire home/apt",120,1
"9541",40.66664,-73.92805,"Brooklyn","Private room",64,2
"9542",40.67464,-73.94276,"Brooklyn","Entire home/apt",120,2
"9543",40.83769,-73.94207,"Manhattan","Private room",40,7
"9544",40.71479,-73.99284,"Manhattan","Entire home/apt",120,4
"9545",40.74145,-73.98828,"Manhattan","Private room",95,1
"9546",40.68794,-73.97393,"Brooklyn","Entire home/apt",150,3
"9547",40.72044,-73.99568,"Manhattan","Entire home/apt",650,6
"9548",40.80243,-73.9706,"Manhattan","Private room",100,2
"9549",40.76729,-73.77162,"Queens","Entire home/apt",290,1
"9550",40.66539,-73.96041,"Brooklyn","Entire home/apt",120,3
"9551",40.72157,-73.98489,"Manhattan","Entire home/apt",130,2
"9552",40.76432,-73.93401,"Queens","Private room",70,5
"9553",40.73529,-74.00323,"Manhattan","Entire home/apt",235,3
"9554",40.81024,-73.9525,"Manhattan","Private room",95,1
"9555",40.75979,-73.99402,"Manhattan","Private room",80,18
"9556",40.72261,-73.98196,"Manhattan","Entire home/apt",280,30
"9557",40.73545,-74.00686,"Manhattan","Entire home/apt",195,2
"9558",40.82196,-73.94247,"Manhattan","Entire home/apt",100,3
"9559",40.72138,-73.94709,"Brooklyn","Entire home/apt",100,3
"9560",40.75588,-73.93117,"Queens","Entire home/apt",130,3
"9561",40.72168,-73.98418,"Manhattan","Entire home/apt",130,7
"9562",40.68398,-73.94101,"Brooklyn","Private room",125,4
"9563",40.69169,-73.93142,"Brooklyn","Entire home/apt",130,4
"9564",40.82873,-73.89553,"Bronx","Entire home/apt",120,1
"9565",40.79708,-73.969,"Manhattan","Entire home/apt",180,2
"9566",40.7946,-73.93572,"Manhattan","Private room",80,2
"9567",40.71645,-74.00402,"Manhattan","Entire home/apt",250,2
"9568",40.71711,-73.94259,"Brooklyn","Private room",125,1
"9569",40.66378,-73.97813,"Brooklyn","Entire home/apt",166,3
"9570",40.80304,-73.96582,"Manhattan","Private room",64,4
"9571",40.70794,-73.93976,"Brooklyn","Private room",35,5
"9572",40.80819,-73.94315,"Manhattan","Entire home/apt",120,1
"9573",40.68006,-73.98053,"Brooklyn","Private room",60,2
"9574",40.71969,-73.9562,"Brooklyn","Entire home/apt",215,1
"9575",40.67618,-73.98122,"Brooklyn","Private room",58,1
"9576",40.76579,-73.98057,"Manhattan","Entire home/apt",260,5
"9577",40.69508,-73.91053,"Brooklyn","Private room",40,3
"9578",40.82606,-73.94659,"Manhattan","Private room",78,1
"9579",40.72492,-73.97914,"Manhattan","Private room",80,6
"9580",40.72962,-73.9836,"Manhattan","Shared room",80,2
"9581",40.68396,-73.92872,"Brooklyn","Entire home/apt",159,7
"9582",40.70055,-73.92193,"Brooklyn","Private room",150,1
"9583",40.68833,-73.91676,"Brooklyn","Entire home/apt",89,5
"9584",40.72065,-73.98273,"Manhattan","Private room",145,2
"9585",40.74823,-73.97447,"Manhattan","Private room",130,1
"9586",40.68725,-73.95472,"Brooklyn","Private room",50,1
"9587",40.64691,-73.95855,"Brooklyn","Entire home/apt",100,1
"9588",40.68856,-73.9547,"Brooklyn","Private room",63,3
"9589",40.64939,-73.94791,"Brooklyn","Private room",50,1
"9590",40.71729,-73.98442,"Manhattan","Entire home/apt",189,5
"9591",40.65349,-73.95527,"Brooklyn","Entire home/apt",99,7
"9592",40.74627,-73.99142,"Manhattan","Private room",150,1
"9593",40.80023,-73.93822,"Manhattan","Private room",35,1
"9594",40.7078,-74.00914,"Manhattan","Entire home/apt",200,1
"9595",40.82681,-73.9426,"Manhattan","Private room",35,5
"9596",40.83428,-73.94446,"Manhattan","Private room",60,1
"9597",40.68889,-73.95406,"Brooklyn","Private room",80,2
"9598",40.73943,-73.98135,"Manhattan","Entire home/apt",199,3
"9599",40.78858,-73.94742,"Manhattan","Entire home/apt",174,1
"9600",40.59244,-73.95633,"Brooklyn","Private room",85,7
"9601",40.77976,-73.97837,"Manhattan","Private room",120,7
"9602",40.70178,-73.92829,"Brooklyn","Entire home/apt",98,4
"9603",40.72423,-73.99013,"Manhattan","Private room",119,2
"9604",40.6898,-73.95205,"Brooklyn","Private room",1600,1
"9605",40.66196,-73.99177,"Brooklyn","Private room",75,1
"9606",40.68247,-73.94119,"Brooklyn","Entire home/apt",450,2
"9607",40.65918,-73.89226,"Brooklyn","Private room",55,2
"9608",40.69143,-73.93436,"Brooklyn","Private room",64,1
"9609",40.70767,-73.94821,"Brooklyn","Private room",70,14
"9610",40.72911,-74.00338,"Manhattan","Private room",106,5
"9611",40.70068,-73.94103,"Brooklyn","Private room",45,3
"9612",40.7221,-74.00464,"Manhattan","Private room",125,2
"9613",40.75277,-73.96686,"Manhattan","Private room",70,1
"9614",40.81355,-73.94407,"Manhattan","Private room",40,1
"9615",40.74364,-73.95392,"Queens","Entire home/apt",100,5
"9616",40.77742,-73.90965,"Queens","Private room",85,3
"9617",40.67876,-73.9715,"Brooklyn","Entire home/apt",75,1
"9618",40.72164,-73.97927,"Manhattan","Entire home/apt",175,1
"9619",40.72309,-73.98926,"Manhattan","Private room",150,1
"9620",40.76171,-73.99478,"Manhattan","Private room",150,1
"9621",40.58294,-73.95897,"Brooklyn","Entire home/apt",129,2
"9622",40.69927,-73.92133,"Brooklyn","Private room",60,1
"9623",40.71058,-73.9672,"Brooklyn","Private room",80,2
"9624",40.75547,-73.92017,"Queens","Private room",40,1
"9625",40.69172,-73.95862,"Brooklyn","Private room",90,1
"9626",40.71508,-73.98973,"Manhattan","Private room",120,1
"9627",40.68978,-73.94444,"Brooklyn","Entire home/apt",100,7
"9628",40.76448,-73.92714,"Queens","Entire home/apt",125,2
"9629",40.7122,-73.9511,"Brooklyn","Private room",35,1
"9630",40.71452,-73.95486,"Brooklyn","Entire home/apt",269,1
"9631",40.73448,-73.98056,"Manhattan","Private room",45,30
"9632",40.79933,-73.95949,"Manhattan","Entire home/apt",185,1
"9633",40.78015,-73.97875,"Manhattan","Entire home/apt",120,30
"9634",40.71934,-73.98424,"Manhattan","Private room",97,1
"9635",40.74537,-73.97462,"Manhattan","Entire home/apt",230,2
"9636",40.68189,-73.99695,"Brooklyn","Entire home/apt",150,1
"9637",40.67647,-73.94813,"Brooklyn","Entire home/apt",135,2
"9638",40.71576,-73.94468,"Brooklyn","Private room",45,5
"9639",40.644,-74.01092,"Brooklyn","Private room",47,3
"9640",40.76778,-73.92201,"Queens","Entire home/apt",120,1
"9641",40.70649,-73.94505,"Brooklyn","Entire home/apt",100,1
"9642",40.80419,-73.96268,"Manhattan","Entire home/apt",60,1
"9643",40.72579,-73.99341,"Manhattan","Entire home/apt",245,3
"9644",40.74603,-73.98364,"Manhattan","Entire home/apt",150,3
"9645",40.76441,-73.98058,"Manhattan","Entire home/apt",386,7
"9646",40.73774,-73.97343,"Manhattan","Private room",95,28
"9647",40.71546,-73.9896,"Manhattan","Entire home/apt",120,4
"9648",40.7292,-74.00209,"Manhattan","Private room",145,3
"9649",40.71303,-73.9558,"Brooklyn","Entire home/apt",109,2
"9650",40.71376,-73.95293,"Brooklyn","Private room",80,3
"9651",40.67358,-73.94351,"Brooklyn","Entire home/apt",105,1
"9652",40.7722,-73.93105,"Queens","Private room",37,1
"9653",40.6846,-73.94478,"Brooklyn","Entire home/apt",125,3
"9654",40.72411,-73.99563,"Manhattan","Private room",80,2
"9655",40.77088,-73.98061,"Manhattan","Entire home/apt",140,2
"9656",40.72228,-73.9838,"Manhattan","Entire home/apt",250,3
"9657",40.68148,-73.93145,"Brooklyn","Private room",79,1
"9658",40.71864,-73.98346,"Manhattan","Entire home/apt",450,7
"9659",40.72927,-73.95707,"Brooklyn","Entire home/apt",120,3
"9660",40.72163,-73.97888,"Manhattan","Private room",100,1
"9661",40.7777,-73.98796,"Manhattan","Entire home/apt",150,1
"9662",40.73579,-73.98175,"Manhattan","Private room",200,1
"9663",40.75226,-73.94089,"Queens","Entire home/apt",110,1
"9664",40.66892,-73.99136,"Brooklyn","Entire home/apt",165,3
"9665",40.82622,-73.9498,"Manhattan","Private room",69,31
"9666",40.82605,-73.94783,"Manhattan","Private room",69,31
"9667",40.64213,-73.95298,"Brooklyn","Private room",180,1
"9668",40.83523,-73.9398,"Manhattan","Private room",40,1
"9669",40.64167,-73.95465,"Brooklyn","Private room",40,3
"9670",40.67205,-73.75343,"Queens","Private room",109,1
"9671",40.71928,-74.01125,"Manhattan","Private room",100,1
"9672",40.65628,-73.96014,"Brooklyn","Private room",70,5
"9673",40.74981,-73.9786,"Manhattan","Entire home/apt",198,5
"9674",40.69496,-73.93088,"Brooklyn","Private room",50,3
"9675",40.69644,-73.92707,"Brooklyn","Entire home/apt",130,2
"9676",40.67988,-73.92831,"Brooklyn","Entire home/apt",135,2
"9677",40.70647,-73.92093,"Brooklyn","Private room",35,20
"9678",40.79555,-73.96578,"Manhattan","Entire home/apt",399,3
"9679",40.63198,-73.95988,"Brooklyn","Private room",108,2
"9680",40.78271,-73.95288,"Manhattan","Entire home/apt",595,2
"9681",40.66835,-73.97981,"Brooklyn","Entire home/apt",129,5
"9682",40.80649,-73.95565,"Manhattan","Private room",88,4
"9683",40.76735,-73.81801,"Queens","Private room",75,1
"9684",40.71723,-73.96285,"Brooklyn","Private room",85,1
"9685",40.85619,-73.93117,"Manhattan","Private room",70,1
"9686",40.73059,-73.95651,"Brooklyn","Entire home/apt",185,1
"9687",40.68128,-73.96286,"Brooklyn","Entire home/apt",145,3
"9688",40.68686,-73.94973,"Brooklyn","Entire home/apt",150,1
"9689",40.63767,-73.95637,"Brooklyn","Entire home/apt",50,21
"9690",40.67883,-73.97051,"Brooklyn","Private room",70,1
"9691",40.64563,-73.9419,"Brooklyn","Entire home/apt",150,2
"9692",40.7138,-73.96798,"Brooklyn","Private room",100,1
"9693",40.74085,-73.98153,"Manhattan","Private room",69,1
"9694",40.6608,-73.95888,"Brooklyn","Entire home/apt",115,3
"9695",40.73778,-73.99941,"Manhattan","Entire home/apt",120,5
"9696",40.71624,-73.99015,"Manhattan","Entire home/apt",180,3
"9697",40.70222,-73.93294,"Brooklyn","Entire home/apt",147,3
"9698",40.68482,-73.95666,"Brooklyn","Entire home/apt",125,2
"9699",40.76205,-73.96382,"Manhattan","Entire home/apt",328,2
"9700",40.68678,-73.9513,"Brooklyn","Entire home/apt",85,1
"9701",40.63014,-74.027,"Brooklyn","Entire home/apt",60,7
"9702",40.68618,-73.93273,"Brooklyn","Private room",60,3
"9703",40.70608,-73.9433,"Brooklyn","Private room",46,2
"9704",40.75538,-73.99751,"Manhattan","Private room",90,2
"9705",40.70275,-73.93445,"Brooklyn","Entire home/apt",150,1
"9706",40.72435,-73.95154,"Brooklyn","Private room",95,1
"9707",40.66514,-73.95688,"Brooklyn","Entire home/apt",185,3
"9708",40.68024,-73.96658,"Brooklyn","Private room",89,1
"9709",40.68906,-73.93751,"Brooklyn","Entire home/apt",67,2
"9710",40.63968,-73.95215,"Brooklyn","Entire home/apt",125,3
"9711",40.73366,-73.98313,"Manhattan","Private room",80,1
"9712",40.70732,-73.95259,"Brooklyn","Entire home/apt",199,3
"9713",40.72261,-73.99333,"Manhattan","Private room",79,12
"9714",40.73768,-73.98727,"Manhattan","Entire home/apt",225,3
"9715",40.7128,-73.94175,"Brooklyn","Entire home/apt",125,1
"9716",40.70414,-73.93408,"Brooklyn","Entire home/apt",360,6
"9717",40.71332,-73.95291,"Brooklyn","Entire home/apt",200,3
"9718",40.74824,-73.91361,"Queens","Private room",80,4
"9719",40.68141,-73.95841,"Brooklyn","Entire home/apt",400,7
"9720",40.68049,-73.97662,"Brooklyn","Private room",65,8
"9721",40.70891,-73.94161,"Brooklyn","Private room",70,3
"9722",40.70414,-73.92888,"Brooklyn","Private room",85,2
"9723",40.73764,-73.9819,"Manhattan","Entire home/apt",200,1
"9724",40.66037,-73.95901,"Brooklyn","Entire home/apt",68,2
"9725",40.71326,-73.9542,"Brooklyn","Private room",50,10
"9726",40.6798,-73.98231,"Brooklyn","Entire home/apt",130,1
"9727",40.73925,-74,"Manhattan","Entire home/apt",215,3
"9728",40.72528,-73.97882,"Manhattan","Entire home/apt",165,4
"9729",40.72361,-73.98395,"Manhattan","Private room",100,1
"9730",40.68558,-73.9281,"Brooklyn","Entire home/apt",85,3
"9731",40.67541,-73.99812,"Brooklyn","Private room",75,1
"9732",40.68073,-73.96369,"Brooklyn","Entire home/apt",105,2
"9733",40.69696,-73.93433,"Brooklyn","Entire home/apt",100,5
"9734",40.75864,-73.99056,"Manhattan","Entire home/apt",499,3
"9735",40.74582,-73.99472,"Manhattan","Private room",195,1
"9736",40.66266,-73.98885,"Brooklyn","Entire home/apt",150,3
"9737",40.78235,-73.95058,"Manhattan","Private room",54,25
"9738",40.71802,-73.95228,"Brooklyn","Entire home/apt",250,1
"9739",40.69127,-73.93983,"Brooklyn","Private room",40,1
"9740",40.767,-73.93051,"Queens","Entire home/apt",95,4
"9741",40.70862,-74.01408,"Manhattan","Entire home/apt",169,30
"9742",40.7573,-73.92773,"Queens","Private room",75,1
"9743",40.76432,-73.99396,"Manhattan","Entire home/apt",175,4
"9744",40.66707,-73.98994,"Brooklyn","Entire home/apt",145,1
"9745",40.70725,-74.01533,"Manhattan","Entire home/apt",450,1
"9746",40.72295,-73.98246,"Manhattan","Entire home/apt",135,4
"9747",40.7787,-73.98407,"Manhattan","Entire home/apt",125,3
"9748",40.65036,-73.96306,"Brooklyn","Private room",70,1
"9749",40.77673,-73.95078,"Manhattan","Private room",100,1
"9750",40.77085,-73.95725,"Manhattan","Entire home/apt",118,30
"9751",40.69593,-73.92057,"Brooklyn","Entire home/apt",172,3
"9752",40.67804,-73.95411,"Brooklyn","Private room",105,1
"9753",40.67628,-73.95422,"Brooklyn","Private room",55,1
"9754",40.68949,-73.91191,"Brooklyn","Private room",60,5
"9755",40.72682,-73.97845,"Manhattan","Entire home/apt",250,1
"9756",40.71011,-74.01457,"Manhattan","Private room",99,2
"9757",40.62467,-73.96406,"Brooklyn","Entire home/apt",88,2
"9758",40.7256,-73.99555,"Manhattan","Private room",125,1
"9759",40.68544,-73.93872,"Brooklyn","Entire home/apt",102,3
"9760",40.64305,-73.99959,"Brooklyn","Private room",40,2
"9761",40.68852,-73.98697,"Brooklyn","Entire home/apt",119,5
"9762",40.69141,-73.934,"Brooklyn","Entire home/apt",101,4
"9763",40.70512,-73.92187,"Brooklyn","Private room",65,3
"9764",40.81335,-73.8873,"Bronx","Private room",40,30
"9765",40.8051,-73.95069,"Manhattan","Entire home/apt",109,2
"9766",40.81395,-73.88675,"Bronx","Private room",40,30
"9767",40.74601,-73.9149,"Queens","Entire home/apt",250,15
"9768",40.81211,-73.9378,"Manhattan","Private room",75,3
"9769",40.64935,-73.96485,"Brooklyn","Private room",90,2
"9770",40.8012,-73.96382,"Manhattan","Private room",87,3
"9771",40.81095,-73.9443,"Manhattan","Entire home/apt",185,2
"9772",40.68496,-73.91107,"Brooklyn","Private room",45,14
"9773",40.72547,-74.01,"Manhattan","Private room",300,7
"9774",40.68799,-73.97314,"Brooklyn","Entire home/apt",140,2
"9775",40.71477,-73.94761,"Brooklyn","Private room",70,5
"9776",40.71733,-73.95566,"Brooklyn","Entire home/apt",150,6
"9777",40.70884,-73.95742,"Brooklyn","Private room",80,1
"9778",40.71704,-73.94509,"Brooklyn","Private room",60,1
"9779",40.70192,-73.92928,"Brooklyn","Private room",45,1
"9780",40.67065,-73.93544,"Brooklyn","Private room",40,8
"9781",40.7394,-73.99838,"Manhattan","Entire home/apt",210,1
"9782",40.70146,-73.98188,"Brooklyn","Entire home/apt",225,30
"9783",40.75737,-73.96916,"Manhattan","Private room",70,1
"9784",40.69188,-73.9607,"Brooklyn","Private room",45,5
"9785",40.8327,-73.94486,"Manhattan","Entire home/apt",120,1
"9786",40.71612,-73.99121,"Manhattan","Entire home/apt",150,1
"9787",40.77778,-73.9781,"Manhattan","Private room",133,2
"9788",40.80313,-73.95742,"Manhattan","Private room",60,2
"9789",40.81189,-73.94148,"Manhattan","Private room",64,2
"9790",40.71289,-73.98877,"Manhattan","Private room",69,3
"9791",40.68887,-73.95393,"Brooklyn","Private room",40,1
"9792",40.70552,-74.00841,"Manhattan","Entire home/apt",190,1
"9793",40.66889,-73.97617,"Brooklyn","Entire home/apt",275,2
"9794",40.7603,-73.99222,"Manhattan","Entire home/apt",200,3
"9795",40.79042,-73.94641,"Manhattan","Private room",75,4
"9796",40.7129,-73.95565,"Brooklyn","Entire home/apt",180,14
"9797",40.82034,-73.94345,"Manhattan","Private room",200,1
"9798",40.67758,-73.98519,"Brooklyn","Private room",59,2
"9799",40.72402,-73.9415,"Brooklyn","Entire home/apt",149,5
"9800",40.65736,-73.96094,"Brooklyn","Private room",55,1
"9801",40.79452,-73.97065,"Manhattan","Private room",75,1
"9802",40.80772,-73.951,"Manhattan","Entire home/apt",400,2
"9803",40.71281,-73.98705,"Manhattan","Entire home/apt",169,4
"9804",40.79955,-73.96369,"Manhattan","Entire home/apt",125,2
"9805",40.68346,-73.95551,"Brooklyn","Private room",58,2
"9806",40.7631,-73.96393,"Manhattan","Entire home/apt",151,3
"9807",40.86464,-73.92768,"Manhattan","Entire home/apt",67,14
"9808",40.82599,-73.94238,"Manhattan","Private room",100,1
"9809",40.73764,-73.99887,"Manhattan","Entire home/apt",185,3
"9810",40.67215,-73.94126,"Brooklyn","Entire home/apt",190,2
"9811",40.72962,-73.98932,"Manhattan","Private room",78,16
"9812",40.65845,-73.96064,"Brooklyn","Private room",60,1
"9813",40.73528,-73.99744,"Manhattan","Entire home/apt",210,2
"9814",40.7432,-73.95565,"Queens","Entire home/apt",139,2
"9815",40.79045,-73.97361,"Manhattan","Entire home/apt",200,5
"9816",40.82652,-73.95304,"Manhattan","Private room",75,1
"9817",40.68896,-73.97737,"Brooklyn","Entire home/apt",123,30
"9818",40.82929,-73.94182,"Manhattan","Private room",28,1
"9819",40.68857,-73.98668,"Brooklyn","Entire home/apt",120,30
"9820",40.66671,-73.98172,"Brooklyn","Private room",85,2
"9821",40.77672,-73.91956,"Queens","Entire home/apt",122,3
"9822",40.76372,-73.98081,"Manhattan","Entire home/apt",700,7
"9823",40.794,-73.97632,"Manhattan","Entire home/apt",99,5
"9824",40.83353,-73.94393,"Manhattan","Private room",110,4
"9825",40.70641,-73.96801,"Brooklyn","Entire home/apt",185,1
"9826",40.71272,-73.96632,"Brooklyn","Entire home/apt",120,1
"9827",40.76254,-73.91415,"Queens","Private room",89,2
"9828",40.69095,-73.92386,"Brooklyn","Private room",48,4
"9829",40.69342,-73.9611,"Brooklyn","Private room",90,30
"9830",40.69411,-73.96151,"Brooklyn","Private room",90,30
"9831",40.82381,-73.92725,"Bronx","Entire home/apt",110,1
"9832",40.82112,-73.94962,"Manhattan","Entire home/apt",150,1
"9833",40.67552,-73.96041,"Brooklyn","Entire home/apt",120,5
"9834",40.68338,-73.92072,"Brooklyn","Entire home/apt",110,3
"9835",40.64813,-73.97237,"Brooklyn","Private room",45,1
"9836",40.70889,-73.94113,"Brooklyn","Private room",75,1
"9837",40.74823,-73.8084,"Queens","Private room",65,1
"9838",40.74466,-73.99504,"Manhattan","Entire home/apt",170,2
"9839",40.75176,-73.96921,"Manhattan","Entire home/apt",140,1
"9840",40.76548,-73.99155,"Manhattan","Private room",90,1
"9841",40.71379,-73.99112,"Manhattan","Entire home/apt",170,3
"9842",40.75894,-73.9915,"Manhattan","Private room",90,1
"9843",40.67505,-73.96711,"Brooklyn","Entire home/apt",175,2
"9844",40.66293,-73.9838,"Brooklyn","Entire home/apt",135,1
"9845",40.72961,-73.95656,"Brooklyn","Entire home/apt",120,1
"9846",40.79397,-73.97376,"Manhattan","Entire home/apt",175,3
"9847",40.65591,-73.95866,"Brooklyn","Private room",40,15
"9848",40.80674,-73.96141,"Manhattan","Private room",65,1
"9849",40.68366,-73.9247,"Brooklyn","Private room",69,2
"9850",40.73049,-74.00111,"Manhattan","Private room",119,2
"9851",40.80256,-73.94524,"Manhattan","Private room",85,30
"9852",40.68234,-73.98088,"Brooklyn","Private room",100,3
"9853",40.78323,-73.97721,"Manhattan","Entire home/apt",155,3
"9854",40.71767,-73.99004,"Manhattan","Entire home/apt",160,1
"9855",40.70461,-73.93845,"Brooklyn","Private room",50,21
"9856",40.81208,-73.95097,"Manhattan","Entire home/apt",125,3
"9857",40.72487,-73.99858,"Manhattan","Entire home/apt",350,1
"9858",40.70406,-74.01227,"Manhattan","Entire home/apt",350,1
"9859",40.68973,-73.96073,"Brooklyn","Private room",65,2
"9860",40.73453,-74.00656,"Manhattan","Entire home/apt",247,1
"9861",40.80089,-73.96752,"Manhattan","Shared room",85,1
"9862",40.68692,-73.78022,"Queens","Private room",45,1
"9863",40.72717,-73.94697,"Brooklyn","Entire home/apt",139,2
"9864",40.68902,-73.9156,"Brooklyn","Entire home/apt",85,2
"9865",40.69962,-73.90439,"Queens","Entire home/apt",125,2
"9866",40.77459,-73.9476,"Manhattan","Private room",115,2
"9867",40.66627,-73.98954,"Brooklyn","Entire home/apt",175,60
"9868",40.72475,-73.98009,"Manhattan","Entire home/apt",140,3
"9869",40.7601,-73.96746,"Manhattan","Private room",125,1
"9870",40.75037,-73.91265,"Queens","Private room",59,4
"9871",40.72028,-73.98182,"Manhattan","Private room",80,3
"9872",40.69574,-73.9286,"Brooklyn","Private room",50,14
"9873",40.72541,-73.95279,"Brooklyn","Private room",45,12
"9874",40.6862,-73.9542,"Brooklyn","Entire home/apt",90,4
"9875",40.71163,-73.95186,"Brooklyn","Entire home/apt",250,7
"9876",40.71009,-73.95398,"Brooklyn","Entire home/apt",140,1
"9877",40.75013,-74.0033,"Manhattan","Entire home/apt",215,1
"9878",40.72634,-74.00101,"Manhattan","Entire home/apt",180,3
"9879",40.80193,-73.97038,"Manhattan","Entire home/apt",250,2
"9880",40.74334,-73.99204,"Manhattan","Entire home/apt",400,1
"9881",40.7457,-73.9939,"Manhattan","Entire home/apt",700,5
"9882",40.65353,-73.95611,"Brooklyn","Private room",65,1
"9883",40.7438,-73.99751,"Manhattan","Private room",118,2
"9884",40.71978,-74.00968,"Manhattan","Private room",1500,1
"9885",40.61926,-74.03272,"Brooklyn","Private room",70,1
"9886",40.79203,-73.96967,"Manhattan","Entire home/apt",110,7
"9887",40.81095,-73.95296,"Manhattan","Entire home/apt",299,3
"9888",40.7324,-73.98883,"Manhattan","Private room",95,4
"9889",40.83431,-73.9402,"Manhattan","Private room",70,2
"9890",40.80417,-73.96874,"Manhattan","Private room",167,30
"9891",40.791,-73.9722,"Manhattan","Private room",103,5
"9892",40.71813,-73.99231,"Manhattan","Entire home/apt",145,6
"9893",40.63118,-73.89679,"Brooklyn","Entire home/apt",100,2
"9894",40.6874,-73.97484,"Brooklyn","Entire home/apt",275,6
"9895",40.71405,-73.94129,"Brooklyn","Private room",60,1
"9896",40.70854,-73.95281,"Brooklyn","Private room",70,1
"9897",40.72118,-73.99575,"Manhattan","Entire home/apt",300,4
"9898",40.71534,-73.96633,"Brooklyn","Entire home/apt",370,2
"9899",40.81835,-73.94138,"Manhattan","Private room",50,1
"9900",40.79106,-73.94588,"Manhattan","Entire home/apt",65,20
"9901",40.70189,-73.92872,"Brooklyn","Private room",68,1
"9902",40.60633,-73.95704,"Brooklyn","Private room",92,3
"9903",40.80299,-73.96465,"Manhattan","Private room",40,9
"9904",40.76979,-73.92019,"Queens","Entire home/apt",100,10
"9905",40.77756,-73.94859,"Manhattan","Private room",140,7
"9906",40.76769,-73.99405,"Manhattan","Private room",150,3
"9907",40.68268,-73.92825,"Brooklyn","Private room",45,1
"9908",40.6851,-74.00228,"Brooklyn","Private room",70,7
"9909",40.78733,-73.97364,"Manhattan","Entire home/apt",230,1
"9910",40.78261,-73.91452,"Queens","Private room",49,1
"9911",40.75203,-73.9361,"Queens","Private room",80,3
"9912",40.75563,-73.99742,"Manhattan","Private room",105,1
"9913",40.68317,-73.91432,"Brooklyn","Private room",40,3
"9914",40.7438,-73.9781,"Manhattan","Private room",90,3
"9915",40.7874,-73.97381,"Manhattan","Entire home/apt",600,10
"9916",40.67215,-73.94281,"Brooklyn","Private room",50,2
"9917",40.66307,-73.9834,"Brooklyn","Entire home/apt",195,3
"9918",40.73866,-74.00537,"Manhattan","Entire home/apt",200,3
"9919",40.72178,-73.98212,"Manhattan","Entire home/apt",250,2
"9920",40.77865,-73.94858,"Manhattan","Entire home/apt",175,2
"9921",40.7252,-73.95276,"Brooklyn","Private room",100,13
"9922",40.75215,-73.93913,"Queens","Entire home/apt",150,7
"9923",40.74559,-73.98325,"Manhattan","Entire home/apt",175,1
"9924",40.81033,-73.95897,"Manhattan","Private room",150,1
"9925",40.75219,-73.97133,"Manhattan","Entire home/apt",400,6
"9926",40.71959,-73.99604,"Manhattan","Private room",99,2
"9927",40.77648,-73.90987,"Queens","Private room",70,3
"9928",40.72929,-73.8574,"Queens","Private room",48,1
"9929",40.65551,-73.94206,"Brooklyn","Entire home/apt",199,2
"9930",40.79317,-73.96956,"Manhattan","Private room",90,3
"9931",40.67714,-73.9486,"Brooklyn","Entire home/apt",130,2
"9932",40.66393,-73.98728,"Brooklyn","Entire home/apt",300,7
"9933",40.68864,-73.96759,"Brooklyn","Entire home/apt",175,30
"9934",40.71905,-73.94937,"Brooklyn","Private room",48,5
"9935",40.72002,-73.96028,"Brooklyn","Private room",70,3
"9936",40.68458,-73.96332,"Brooklyn","Entire home/apt",380,3
"9937",40.63741,-74.00118,"Brooklyn","Private room",45,1
"9938",40.67791,-74.0072,"Brooklyn","Private room",55,5
"9939",40.68847,-73.95634,"Brooklyn","Private room",32,1
"9940",40.71903,-73.9904,"Manhattan","Entire home/apt",160,5
"9941",40.7187,-74.00384,"Manhattan","Private room",107,1
